order_id,product_id,quantity,base_price,discount_rate,unit_price,subtotal
77,198,4,49000,0.22,38220,152880
77,77,5,59000,0.24,44840,224200
78,17,5,750000,0.23,577500,2887500
78,105,1,8900,0.17,7390,7390
78,118,2,4900,0.08,4510,9020
79,50,4,4000,0.02,3920,15680
79,101,1,19900,0.08,18310,18310
79,87,5,59000,0.13,51330,256650
79,23,5,45000,0.02,44100,220500
79,68,2,35000,0.18,28700,57400
80,87,4,59000,0.29,41890,167560
80,4,2,820000,0.03,795400,1590800
80,189,3,99000,0.19,80190,240570
81,20,5,130000,0.24,98800,494000
81,118,3,4900,0.23,3770,11310
82,199,5,39000,0.05,37050,185250
82,123,5,18000,0.15,15300,76500
82,58,1,5000,0.16,4200,4200
82,108,2,6900,0.1,6210,12420
82,54,2,8900,0.06,8370,16740
83,12,1,1350000,0.04,1296000,1296000
83,98,5,18900,0.11,16820,84100
83,90,4,15900,0.15,13520,54080
83,30,1,1400000,0.15,1190000,1190000
83,74,5,9900,0.07,9210,46050
84,98,1,18900,0.24,14360,14360
84,112,5,15900,0.26,11770,58850
85,3,5,530000,0.27,386900,1934500
85,168,4,8000,0.2,6400,25600
86,130,4,13000,0.23,10010,40040
86,91,1,3800,0.19,3080,3080
87,32,1,13900,0.18,11400,11400
87,5,5,180000,0.18,147600,738000
87,82,2,129000,0.19,104490,208980
87,167,3,59000,0.26,43660,130980
88,193,3,29000,0.22,22620,67860
88,146,3,14000,0.21,11060,33180
88,157,2,18000,0.26,13320,26640
88,134,5,14000,0.28,10080,50400
89,59,1,4000,0.17,3320,3320
89,200,3,28000,0.28,20160,60480
89,197,5,290000,0.25,217500,1087500
90,51,5,12900,0.22,10060,50300
90,148,2,14000,0.12,12320,24640
91,45,4,4500,0.2,3600,14400
92,7,4,690000,0.2,552000,2208000
92,171,4,12000,0.04,11520,46080
92,196,2,299000,0.23,230230,460460
92,25,5,150000,0.08,138000,690000
93,185,3,59000,0.07,54870,164610
93,186,1,89000,0.02,87220,87220
93,187,4,650000,0.21,513500,2054000
94,56,5,17900,0.15,15220,76100
95,137,1,17800,0.27,12990,12990
95,49,1,6000,0.26,4440,4440
95,28,2,530000,0.25,397500,795000
95,23,4,45000,0.18,36900,147600
96,126,3,15800,0.08,14540,43620
97,178,4,29000,0.26,21460,85840
97,32,2,13900,0.05,13200,26400
97,102,4,21900,0.18,17960,71840
98,74,1,9900,0.08,9110,9110
98,160,4,12900,0.01,12770,51080
98,67,1,39000,0.12,34320,34320
99,147,1,17000,0.17,14110,14110
99,146,3,14000,0.25,10500,31500
100,16,4,650000,0.25,487500,1950000
100,191,3,45000,0.06,42300,126900
100,85,4,69000,0.15,58650,234600
101,158,2,9900,0.17,8220,16440
101,198,5,49000,0.25,36750,183750
101,76,5,19900,0.08,18310,91550
101,4,5,820000,0.16,688800,3444000
102,27,2,390000,0.14,335400,670800
102,14,5,850000,0.1,765000,3825000
102,86,3,29900,0.01,29600,88800
102,191,5,45000,0.01,44550,222750
102,167,3,59000,0.21,46610,139830
103,136,3,15000,0.28,10800,32400
104,42,1,4500,0.0,4500,4500
104,167,4,59000,0.22,46020,184080
104,3,2,530000,0.07,492900,985800
105,22,2,99000,0.03,96030,192060
105,53,3,10900,0.04,10460,31380
105,9,4,250000,0.29,177500,710000
106,84,2,39900,0.03,38700,77400
106,131,2,13000,0.12,11440,22880
107,126,4,15800,0.01,15640,62560
107,115,4,5500,0.28,3960,15840
107,128,5,13000,0.1,11700,58500
108,8,2,99000,0.05,94050,188100
108,139,2,23000,0.02,22540,45080
108,148,1,14000,0.03,13580,13580
109,187,5,650000,0.1,585000,2925000
109,135,1,9000,0.26,6660,6660
109,36,2,6900,0.02,6760,13520
110,27,2,390000,0.07,362700,725400
110,97,1,8900,0.27,6500,6500
110,154,3,45000,0.22,35100,105300
110,90,1,15900,0.2,12720,12720
110,50,5,4000,0.21,3160,15800
111,11,3,1200000,0.06,1128000,3384000
111,45,4,4500,0.26,3330,13320
111,44,2,3500,0.04,3360,6720
111,158,4,9900,0.04,9500,38000
112,158,2,9900,0.14,8510,17020
112,35,5,8900,0.1,8010,40050
112,36,1,6900,0.06,6490,6490
112,13,4,1400000,0.22,1092000,4368000
112,9,2,250000,0.11,222500,445000
113,120,5,6900,0.11,6140,30700
113,85,4,69000,0.19,55890,223560
113,179,5,39000,0.14,33540,167700
113,123,5,18000,0.29,12780,63900
114,193,5,29000,0.08,26680,133400
114,12,3,1350000,0.13,1174500,3523500
114,115,1,5500,0.07,5120,5120
114,127,1,13800,0.28,9940,9940
115,26,4,490000,0.02,480200,1920800
115,9,2,250000,0.25,187500,375000
116,140,3,33000,0.15,28050,84150
116,155,1,35000,0.08,32200,32200
117,169,1,8000,0.29,5680,5680
117,19,5,120000,0.05,114000,570000
117,72,4,69000,0.07,64170,256680
118,90,3,15900,0.0,15900,47700
118,103,5,5900,0.28,4250,21250
119,124,5,22000,0.16,18480,92400
119,92,5,3500,0.26,2590,12950
119,172,4,7000,0.27,5110,20440
119,6,2,150000,0.15,127500,255000
120,99,2,3800,0.07,3530,7060
120,61,4,129000,0.01,127710,510840
120,34,2,5000,0.06,4700,9400
120,5,1,180000,0.17,149400,149400
120,13,5,1400000,0.25,1050000,5250000
121,37,3,7900,0.22,6160,18480
121,47,5,9900,0.07,9210,46050
121,23,4,45000,0.01,44550,178200
122,196,1,299000,0.27,218270,218270
122,164,2,15000,0.15,12750,25500
122,106,1,3000,0.08,2760,2760
122,161,5,29000,0.28,20880,104400
122,98,4,18900,0.14,16250,65000
123,93,1,13900,0.24,10560,10560
123,145,4,15000,0.19,12150,48600
123,30,2,1400000,0.01,1386000,2772000
123,143,4,13500,0.1,12150,48600
124,172,1,7000,0.01,6930,6930
124,140,1,33000,0.16,27720,27720
124,197,4,290000,0.1,261000,1044000
124,9,2,250000,0.16,210000,420000
125,71,1,49000,0.15,41650,41650
125,137,3,17800,0.08,16380,49140
125,33,4,3000,0.06,2820,11280
125,179,4,39000,0.05,37050,148200
126,148,2,14000,0.17,11620,23240
127,124,4,22000,0.13,19140,76560
127,186,5,89000,0.27,64970,324850
127,160,1,12900,0.27,9420,9420
127,36,4,6900,0.29,4900,19600
128,177,5,25000,0.17,20750,103750
128,55,5,3000,0.15,2550,12750
129,51,3,12900,0.06,12130,36390
129,134,1,14000,0.26,10360,10360
129,10,4,450000,0.28,324000,1296000
129,169,5,8000,0.05,7600,38000
130,11,2,1200000,0.13,1044000,2088000
130,10,2,450000,0.2,360000,720000
130,145,2,15000,0.22,11700,23400
131,24,2,38000,0.06,35720,71440
131,196,3,299000,0.13,260130,780390
131,101,5,19900,0.14,17110,85550
131,156,3,8900,0.27,6500,19500
132,33,2,3000,0.26,2220,4440
132,118,2,4900,0.06,4610,9220
132,175,4,29000,0.05,27550,110200
132,71,5,49000,0.06,46060,230300
133,148,5,14000,0.16,11760,58800
133,177,4,25000,0.29,17750,71000
133,36,4,6900,0.08,6350,25400
134,156,4,8900,0.15,7560,30240
134,61,3,129000,0.07,119970,359910
135,190,2,59000,0.09,53690,107380
136,177,1,25000,0.03,24250,24250
137,24,2,38000,0.14,32680,65360
138,71,1,49000,0.24,37240,37240
139,13,1,1400000,0.09,1274000,1274000
139,124,5,22000,0.03,21340,106700
139,122,5,12000,0.14,10320,51600
139,102,5,21900,0.15,18620,93100
139,88,3,7900,0.07,7350,22050
140,68,3,35000,0.02,34300,102900
140,72,5,69000,0.15,58650,293250
141,105,4,8900,0.17,7390,29560
141,18,1,320000,0.21,252800,252800
141,196,1,299000,0.25,224250,224250
141,34,3,5000,0.13,4350,13050
141,178,2,29000,0.15,24650,49300
142,40,1,8000,0.13,6960,6960
142,52,5,15000,0.08,13800,69000
142,49,1,6000,0.19,4860,4860
142,98,2,18900,0.3,13230,26460
142,64,5,29900,0.22,23320,116600
143,52,1,15000,0.2,12000,12000
143,139,2,23000,0.23,17710,35420
143,179,4,39000,0.25,29250,117000
143,78,2,29000,0.29,20590,41180
143,75,4,29000,0.13,25230,100920
144,142,1,4500,0.07,4180,4180
144,54,5,8900,0.01,8810,44050
144,178,3,29000,0.27,21170,63510
144,105,1,8900,0.25,6680,6680
144,166,2,9000,0.04,8640,17280
145,58,3,5000,0.07,4650,13950
145,54,5,8900,0.12,7830,39150
146,7,5,690000,0.25,517500,2587500
146,104,4,9900,0.24,7520,30080
146,38,1,4000,0.19,3240,3240
146,36,3,6900,0.04,6620,19860
147,197,4,290000,0.02,284200,1136800
147,98,2,18900,0.09,17200,34400
147,1,5,550000,0.03,533500,2667500
148,162,3,20000,0.12,17600,52800
149,63,1,15000,0.23,11550,11550
149,147,2,17000,0.11,15130,30260
150,196,2,299000,0.01,296010,592020
150,91,2,3800,0.2,3040,6080
151,150,1,12000,0.18,9840,9840
151,115,1,5500,0.28,3960,3960
152,26,3,490000,0.12,431200,1293600
153,155,5,35000,0.16,29400,147000
153,156,2,8900,0.17,7390,14780
153,24,4,38000,0.12,33440,133760
153,95,4,3900,0.18,3200,12800
153,22,2,99000,0.15,84150,168300
154,194,4,49000,0.01,48510,194040
154,82,2,129000,0.09,117390,234780
154,11,4,1200000,0.21,948000,3792000
154,163,4,5000,0.2,4000,16000
155,129,3,17000,0.06,15980,47940
155,92,3,3500,0.22,2730,8190
155,199,1,39000,0.11,34710,34710
155,183,3,25000,0.25,18750,56250
156,78,2,29000,0.1,26100,52200
157,173,3,6000,0.21,4740,14220
158,93,2,13900,0.06,13070,26140
158,194,3,49000,0.14,42140,126420
158,92,5,3500,0.08,3220,16100
159,112,2,15900,0.3,11130,22260
159,185,4,59000,0.24,44840,179360
159,60,4,18900,0.15,16060,64240
160,32,3,13900,0.05,13200,39600
160,35,1,8900,0.2,7120,7120
160,90,4,15900,0.2,12720,50880
160,123,5,18000,0.21,14220,71100
160,124,3,22000,0.18,18040,54120
161,27,3,390000,0.25,292500,877500
161,187,1,650000,0.23,500500,500500
161,1,1,550000,0.24,418000,418000
161,192,1,79000,0.28,56880,56880
161,20,3,130000,0.07,120900,362700
162,107,5,4500,0.23,3460,17300
162,15,4,290000,0.27,211700,846800
163,56,1,17900,0.02,17540,17540
163,96,3,19900,0.04,19100,57300
163,103,5,5900,0.18,4840,24200
164,81,4,19900,0.21,15720,62880
164,17,4,750000,0.21,592500,2370000
164,123,2,18000,0.11,16020,32040
165,37,5,7900,0.26,5850,29250
165,35,3,8900,0.13,7740,23220
165,112,1,15900,0.29,11290,11290
165,2,4,750000,0.17,622500,2490000
166,60,3,18900,0.25,14180,42540
166,140,1,33000,0.18,27060,27060
167,109,2,10900,0.06,10250,20500
167,169,4,8000,0.21,6320,25280
168,110,2,14900,0.1,13410,26820
168,96,2,19900,0.3,13930,27860
168,150,4,12000,0.28,8640,34560
168,60,4,18900,0.3,13230,52920
169,122,2,12000,0.03,11640,23280
169,175,3,29000,0.07,26970,80910
169,7,4,690000,0.23,531300,2125200
170,56,5,17900,0.27,13070,65350
170,83,1,24900,0.16,20920,20920
170,179,1,39000,0.12,34320,34320
171,60,4,18900,0.09,17200,68800
171,112,1,15900,0.16,13360,13360
172,168,5,8000,0.05,7600,38000
172,83,4,24900,0.17,20670,82680
172,153,1,9900,0.17,8220,8220
172,157,4,18000,0.05,17100,68400
173,186,2,89000,0.03,86330,172660
174,26,1,490000,0.29,347900,347900
174,78,1,29000,0.09,26390,26390
174,68,4,35000,0.06,32900,131600
174,49,3,6000,0.02,5880,17640
174,59,1,4000,0.15,3400,3400
175,101,1,19900,0.05,18900,18900
175,122,1,12000,0.01,11880,11880
176,44,1,3500,0.22,2730,2730
177,118,5,4900,0.02,4800,24000
177,66,4,89000,0.19,72090,288360
178,128,3,13000,0.0,13000,39000
178,36,4,6900,0.05,6560,26240
178,150,3,12000,0.19,9720,29160
179,163,4,5000,0.23,3850,15400
179,159,5,15000,0.01,14850,74250
179,74,1,9900,0.13,8610,8610
179,104,2,9900,0.12,8710,17420
179,135,2,9000,0.1,8100,16200
180,148,5,14000,0.18,11480,57400
180,63,5,15000,0.29,10650,53250
180,113,2,19900,0.03,19300,38600
180,8,3,99000,0.26,73260,219780
181,163,2,5000,0.21,3950,7900
182,194,5,49000,0.3,34300,171500
183,126,2,15800,0.24,12010,24020
184,32,4,13900,0.37,8760,35040
184,194,3,49000,0.33,32830,98490
184,170,2,9000,0.22,7020,14040
185,173,2,6000,0.06,5640,11280
185,158,1,9900,0.21,7820,7820
185,103,3,5900,0.2,4720,14160
185,31,4,29900,0.2,23920,95680
186,111,4,10900,0.24,8280,33120
186,115,5,5500,0.15,4680,23400
186,55,3,3000,0.1,2700,8100
186,61,5,129000,0.22,100620,503100
187,106,3,3000,0.21,2370,7110
187,162,2,20000,0.23,15400,30800
187,116,5,6900,0.05,6560,32800
187,73,3,79000,0.26,58460,175380
187,196,3,299000,0.11,266110,798330
188,70,5,79000,0.09,71890,359450
188,124,3,22000,0.03,21340,64020
188,28,1,530000,0.15,450500,450500
189,139,1,23000,0.07,21390,21390
189,121,1,13800,0.23,10630,10630
190,175,4,29000,0.28,20880,83520
190,161,3,29000,0.28,20880,62640
190,83,1,24900,0.04,23900,23900
190,75,5,29000,0.29,20590,102950
191,8,2,99000,0.25,74250,148500
191,162,5,20000,0.08,18400,92000
191,23,5,45000,0.03,43650,218250
191,103,3,5900,0.09,5370,16110
191,11,4,1200000,0.21,948000,3792000
192,46,5,5000,0.3,3500,17500
192,113,5,19900,0.21,15720,78600
192,80,5,29000,0.0,29000,145000
193,53,1,10900,0.08,10030,10030
193,89,3,8900,0.25,6680,20040
194,88,5,7900,0.22,6160,30800
194,1,3,550000,0.1,495000,1485000
195,56,1,17900,0.3,12530,12530
196,91,1,3800,0.17,3150,3150
196,67,4,39000,0.06,36660,146640
197,199,1,39000,0.21,30810,30810
198,1,1,550000,0.09,500500,500500
198,160,1,12900,0.3,9030,9030
198,61,3,129000,0.07,119970,359910
198,74,2,9900,0.29,7030,14060
198,52,5,15000,0.07,13950,69750
199,79,2,39000,0.05,37050,74100
199,96,1,19900,0.16,16720,16720
199,194,3,49000,0.12,43120,129360
199,199,1,39000,0.13,33930,33930
199,115,2,5500,0.16,4620,9240
200,14,5,850000,0.27,620500,3102500
200,10,5,450000,0.12,396000,1980000
200,55,5,3000,0.27,2190,10950
200,1,2,550000,0.2,440000,880000
200,24,4,38000,0.18,31160,124640
201,59,2,4000,0.14,3440,6880
201,48,2,8900,0.17,7390,14780
202,51,5,12900,0.01,12770,63850
202,173,1,6000,0.04,5760,5760
202,11,2,1200000,0.3,840000,1680000
203,131,2,13000,0.48,6760,13520
203,94,5,4500,0.18,3690,18450
203,194,2,49000,0.26,36260,72520
203,54,1,8900,0.32,6050,6050
204,146,2,14000,0.24,10640,21280
204,82,3,129000,0.28,92880,278640
204,106,1,3000,0.21,2370,2370
204,184,2,290000,0.13,252300,504600
205,139,1,23000,0.08,21160,21160
205,134,5,14000,0.19,11340,56700
205,191,3,45000,0.07,41850,125550
205,105,1,8900,0.02,8720,8720
206,164,1,15000,0.06,14100,14100
206,43,2,5000,0.2,4000,8000
206,159,4,15000,0.05,14250,57000
206,84,1,39900,0.11,35510,35510
206,123,2,18000,0.16,15120,30240
207,109,3,10900,0.25,8180,24540
207,49,2,6000,0.21,4740,9480
207,9,2,250000,0.17,207500,415000
207,110,2,14900,0.27,10880,21760
208,87,3,59000,0.11,52510,157530
209,192,2,79000,0.05,75050,150100
209,142,2,4500,0.22,3510,7020
209,190,4,59000,0.09,53690,214760
209,67,3,39000,0.16,32760,98280
210,43,5,5000,0.09,4550,22750
211,74,2,9900,0.06,9310,18620
211,130,4,13000,0.28,9360,37440
211,45,5,4500,0.11,4000,20000
211,111,4,10900,0.25,8180,32720
212,137,3,17800,0.01,17620,52860
212,199,2,39000,0.07,36270,72540
212,80,5,29000,0.24,22040,110200
212,91,3,3800,0.05,3610,10830
213,7,4,690000,0.3,483000,1932000
214,119,5,12900,0.48,6710,33550
215,137,4,17800,0.22,13880,55520
215,26,1,490000,0.29,347900,347900
215,132,5,5000,0.09,4550,22750
215,81,2,19900,0.08,18310,36620
215,36,5,6900,0.01,6830,34150
216,128,1,13000,0.08,11960,11960
216,63,4,15000,0.27,10950,43800
216,94,3,4500,0.08,4140,12420
216,178,3,29000,0.1,26100,78300
217,171,5,12000,0.01,11880,59400
217,55,5,3000,0.06,2820,14100
218,105,5,8900,0.29,6320,31600
218,28,2,530000,0.01,524700,1049400
218,172,5,7000,0.25,5250,26250
219,191,4,45000,0.12,39600,158400
219,54,2,8900,0.14,7650,15300
220,47,3,9900,0.22,7720,23160
220,76,1,19900,0.01,19700,19700
221,91,4,3800,0.19,3080,12320
221,7,4,690000,0.29,489900,1959600
221,113,2,19900,0.19,16120,32240
221,172,5,7000,0.22,5460,27300
222,116,1,6900,0.21,5450,5450
222,99,1,3800,0.3,2660,2660
222,168,2,8000,0.18,6560,13120
222,147,2,17000,0.13,14790,29580
222,81,5,19900,0.18,16320,81600
223,4,1,820000,0.07,762600,762600
223,104,5,9900,0.22,7720,38600
224,33,5,3000,0.12,2640,13200
225,18,1,320000,0.23,246400,246400
225,77,4,59000,0.15,50150,200600
225,142,1,4500,0.02,4410,4410
225,120,5,6900,0.27,5040,25200
226,73,3,79000,0.05,75050,225150
226,130,4,13000,0.01,12870,51480
226,4,4,820000,0.07,762600,3050400
227,193,1,29000,0.15,24650,24650
227,152,4,22000,0.28,15840,63360
227,17,2,750000,0.14,645000,1290000
228,18,3,320000,0.14,275200,825600
228,151,2,19000,0.06,17860,35720
228,59,4,4000,0.29,2840,11360
229,53,3,10900,0.13,9480,28440
229,178,2,29000,0.05,27550,55100
230,151,4,19000,0.03,18430,73720
230,184,3,290000,0.23,223300,669900
231,132,1,5000,0.3,3500,3500
232,154,4,45000,0.18,36900,147600
232,148,4,14000,0.2,11200,44800
233,199,4,39000,0.11,34710,138840
234,63,1,15000,0.08,13800,13800
234,155,1,35000,0.03,33950,33950
235,97,3,8900,0.27,6500,19500
235,83,3,24900,0.16,20920,62760
235,8,5,99000,0.25,74250,371250
235,49,5,6000,0.15,5100,25500
235,129,5,17000,0.22,13260,66300
236,11,3,1200000,0.27,876000,2628000
237,163,2,5000,0.08,4600,9200
237,14,2,850000,0.14,731000,1462000
237,170,2,9000,0.02,8820,17640
238,186,5,89000,0.11,79210,396050
238,58,1,5000,0.1,4500,4500
238,96,1,19900,0.21,15720,15720
238,181,3,79000,0.19,63990,191970
238,24,1,38000,0.05,36100,36100
239,103,2,5900,0.23,4540,9080
