review_id,order_id,product_id,rating,review_text,review_date
110,962,21,3,가격 대비 만족합니다.,2022-03-14 11:31:54
111,964,137,2,배송이 너무 늦었어요.,2023-04-20 11:58:11
112,972,199,4,가성비 괜찮네요.,2023-07-19 02:32:56
113,976,136,4,친구한테 선물했는데 좋아합니다.,2023-01-29 06:35:10
114,978,200,4,품질이 생각보다 별로였어요.,2023-11-14 09:06:38
115,997,113,2,가성비 괜찮네요.,2022-08-22 19:29:55
116,1004,159,1,포장 상태가 아쉬웠습니다.,2023-09-27 15:38:32
117,1010,48,1,품질이 생각보다 별로였어요.,2022-10-24 11:35:45
118,1020,30,3,포장 상태가 아쉬웠습니다.,2023-03-15 12:27:45
119,1041,35,1,배송이 빨라서 좋았어요.,2022-04-23 13:44:16
120,1046,3,3,포장 상태가 아쉬웠습니다.,2022-12-10 01:41:51
121,1063,191,2,가격 대비 만족합니다.,2022-06-26 10:14:02
122,1074,107,4,가성비 괜찮네요.,2023-03-30 13:31:40
123,1088,1,3,재구매 의사 있습니다!,2022-12-16 12:09:47
124,1095,173,5,배송이 너무 늦었어요.,2022-12-18 13:31:12
125,1106,189,4,배송이 너무 늦었어요.,2022-06-12 12:17:00
126,1107,91,1,배송이 빨라서 좋았어요.,2022-10-25 16:13:18
127,1118,3,2,친구한테 선물했는데 좋아합니다.,2022-04-24 12:36:44
128,1126,79,5,가성비 괜찮네요.,2022-06-03 08:23:03
129,1132,152,2,배송이 빨라서 좋았어요.,2023-03-25 10:43:08
130,1133,66,4,친구한테 선물했는데 좋아합니다.,2023-05-17 13:50:48
131,1150,57,1,포장 상태가 아쉬웠습니다.,2023-11-09 01:45:03
132,1153,192,5,품질이 생각보다 별로였어요.,2022-11-04 23:12:59
133,1185,184,3,배송이 빨라서 좋았어요.,2023-12-28 15:02:36
134,1204,10,2,포장 상태가 아쉬웠습니다.,2024-01-16 07:54:12
135,1206,49,4,재구매 의사 있습니다!,2022-05-17 23:36:57
136,1210,188,3,배송이 너무 늦었어요.,2023-07-08 22:17:07
137,1221,120,1,가성비 괜찮네요.,2023-06-10 21:28:01
138,1223,175,5,품질이 생각보다 별로였어요.,2022-02-10 21:54:33
139,1229,96,3,가격 대비 만족합니다.,2022-10-23 12:58:37
140,1242,10,4,배송이 너무 늦었어요.,2022-07-22 14:29:40
141,1248,149,2,가격 대비 만족합니다.,2022-02-10 16:04:31
142,1251,15,5,가성비 괜찮네요.,2023-05-11 01:57:00
143,1261,63,2,배송이 빨라서 좋았어요.,2023-02-16 02:31:52
144,1268,86,3,포장 상태가 아쉬웠습니다.,2023-06-24 23:39:54
145,1276,47,5,친구한테 선물했는데 좋아합니다.,2023-11-06 19:58:59
146,1282,128,1,배송이 너무 늦었어요.,2022-02-25 15:53:41
147,1294,84,4,품질이 생각보다 별로였어요.,2023-11-09 05:36:06
148,1301,154,3,배송이 너무 늦었어요.,2022-08-30 21:51:45
149,1307,135,3,포장 상태가 아쉬웠습니다.,2022-08-13 14:04:08
150,1337,75,3,재구매 의사 있습니다!,2022-07-29 05:36:14
151,1340,11,5,친구한테 선물했는데 좋아합니다.,2022-09-16 05:44:11
152,1341,29,1,배송이 빨라서 좋았어요.,2022-09-16 11:37:38
153,1342,23,3,포장 상태가 아쉬웠습니다.,2023-04-04 02:20:57
154,1343,71,4,가격 대비 만족합니다.,2023-08-09 21:56:32
155,1345,135,1,배송이 빨라서 좋았어요.,2022-11-11 23:54:52
156,1352,56,2,가격 대비 만족합니다.,2022-06-10 00:20:28
157,1353,59,5,친구한테 선물했는데 좋아합니다.,2023-06-10 16:34:12
158,1357,120,1,품질이 생각보다 별로였어요.,2022-01-10 15:09:41
159,1358,34,4,가성비 괜찮네요.,2022-11-04 20:57:35
160,1360,68,3,품질이 생각보다 별로였어요.,2022-08-27 09:03:36
161,1361,74,2,배송이 너무 늦었어요.,2022-04-29 06:36:03
162,1369,89,3,배송이 너무 늦었어요.,2022-02-05 13:58:53
163,1370,159,2,품질이 생각보다 별로였어요.,2023-08-24 18:42:07
164,1380,83,5,친구한테 선물했는데 좋아합니다.,2023-12-17 02:01:21
165,1383,131,1,가격 대비 만족합니다.,2023-04-26 03:42:50
166,1405,94,2,배송이 너무 늦었어요.,2022-03-20 16:22:24
167,1411,29,5,친구한테 선물했는데 좋아합니다.,2023-01-07 03:21:51
168,1415,138,3,포장 상태가 아쉬웠습니다.,2023-05-04 18:08:10
169,1420,76,4,가격 대비 만족합니다.,2023-10-15 03:13:35
170,1436,113,5,배송이 너무 늦었어요.,2023-05-26 01:02:39
171,1443,184,3,재구매 의사 있습니다!,2022-10-10 09:22:38
172,1451,107,1,친구한테 선물했는데 좋아합니다.,2023-09-07 10:24:26
173,1457,30,1,배송이 빨라서 좋았어요.,2024-01-05 05:31:58
174,1474,195,1,포장 상태가 아쉬웠습니다.,2022-07-09 18:39:50
175,1490,21,2,가성비 괜찮네요.,2023-10-11 06:51:08
176,1503,16,4,배송이 너무 늦었어요.,2022-10-28 03:28:56
177,1512,17,5,배송이 빨라서 좋았어요.,2022-12-05 11:49:55
178,1517,31,2,포장 상태가 아쉬웠습니다.,2023-09-27 15:13:57
179,1526,39,2,가격 대비 만족합니다.,2023-09-02 10:26:51
180,1542,83,4,배송이 너무 늦었어요.,2022-05-01 04:35:54
181,1548,11,1,배송이 빨라서 좋았어요.,2022-01-22 23:35:45
182,1551,74,3,포장 상태가 아쉬웠습니다.,2022-04-29 19:18:54
183,1553,119,3,친구한테 선물했는데 좋아합니다.,2023-02-25 08:44:36
184,1563,73,4,가성비 괜찮네요.,2022-12-14 04:57:15
185,1568,45,1,친구한테 선물했는데 좋아합니다.,2023-11-25 04:06:16
186,1571,180,5,배송이 빨라서 좋았어요.,2022-11-18 05:22:59
187,1583,177,4,배송이 빨라서 좋았어요.,2023-05-19 10:49:27
188,1584,61,4,배송이 너무 늦었어요.,2023-05-19 00:08:25
189,1598,10,2,가성비 괜찮네요.,2022-08-20 13:44:04
190,1616,17,2,가성비 괜찮네요.,2023-12-16 09:40:03
191,1625,166,1,친구한테 선물했는데 좋아합니다.,2022-02-04 00:16:14
192,1631,167,1,포장 상태가 아쉬웠습니다.,2023-04-09 02:26:10
193,1633,86,4,포장 상태가 아쉬웠습니다.,2022-05-20 12:49:30
194,1638,147,3,재구매 의사 있습니다!,2023-09-29 14:19:44
195,1649,25,3,가성비 괜찮네요.,2022-12-14 23:30:39
196,1654,13,1,품질이 생각보다 별로였어요.,2024-01-12 00:11:05
197,1664,134,1,재구매 의사 있습니다!,2023-05-18 11:02:56
198,1673,146,5,배송이 빨라서 좋았어요.,2022-05-19 17:04:32
199,1693,193,2,가성비 괜찮네요.,2023-08-30 22:38:25
200,1698,114,2,배송이 너무 늦었어요.,2023-03-04 08:00:38
201,1703,49,4,가격 대비 만족합니다.,2022-05-31 06:31:43
202,1710,165,1,포장 상태가 아쉬웠습니다.,2023-08-01 18:43:12
203,1733,41,5,친구한테 선물했는데 좋아합니다.,2023-11-22 14:58:12
204,1745,148,5,가성비 괜찮네요.,2023-08-09 00:52:41
205,1755,82,4,배송이 너무 늦었어요.,2023-08-12 14:20:45
206,1768,147,1,가격 대비 만족합니다.,2023-08-19 06:03:14
207,1787,173,5,포장 상태가 아쉬웠습니다.,2022-09-30 21:49:13
208,1799,65,5,포장 상태가 아쉬웠습니다.,2023-01-05 08:46:27
209,1802,18,4,배송이 너무 늦었어요.,2022-11-10 00:06:47
210,1807,60,4,재구매 의사 있습니다!,2023-12-24 18:08:54
211,1823,69,3,가격 대비 만족합니다.,2023-02-15 09:18:00
212,1827,128,5,가격 대비 만족합니다.,2022-07-25 07:56:39
213,1830,34,4,가격 대비 만족합니다.,2022-02-14 12:11:40
214,1840,140,5,가격 대비 만족합니다.,2022-05-28 16:12:48
215,1841,142,1,가격 대비 만족합니다.,2022-10-09 01:06:15
216,1843,95,5,재구매 의사 있습니다!,2023-03-29 00:54:09
217,1849,86,1,가격 대비 만족합니다.,2022-05-22 20:03:24
218,1859,74,5,배송이 너무 늦었어요.,2023-05-19 08:22:18
219,1874,146,5,배송이 빨라서 좋았어요.,2022-03-17 12:33:20
220,1875,69,1,재구매 의사 있습니다!,2023-11-16 08:16:56
221,1876,23,4,가격 대비 만족합니다.,2023-02-26 02:56:21
222,1877,44,2,친구한테 선물했는데 좋아합니다.,2023-04-03 15:32:30
223,1884,102,5,배송이 너무 늦었어요.,2023-01-15 15:46:54
224,1888,6,2,가격 대비 만족합니다.,2022-04-05 05:05:19
225,1896,109,2,가격 대비 만족합니다.,2023-09-28 09:39:09
226,1898,91,1,친구한테 선물했는데 좋아합니다.,2022-09-26 21:05:05
227,1902,73,3,가성비 괜찮네요.,2022-12-14 23:32:40
228,1906,104,1,배송이 너무 늦었어요.,2022-10-12 09:26:15
229,1916,35,2,배송이 너무 늦었어요.,2023-05-01 11:52:56
230,1919,127,2,친구한테 선물했는데 좋아합니다.,2023-05-14 13:04:06
231,1924,26,4,배송이 빨라서 좋았어요.,2022-09-04 13:03:41
232,1926,52,2,배송이 빨라서 좋았어요.,2022-08-18 02:04:05
233,1929,145,3,포장 상태가 아쉬웠습니다.,2023-03-14 06:32:51
234,1930,143,1,친구한테 선물했는데 좋아합니다.,2022-10-29 21:23:30
235,1933,118,3,가성비 괜찮네요.,2022-04-12 08:55:15
236,1935,25,4,포장 상태가 아쉬웠습니다.,2022-10-22 14:00:33
237,1945,124,1,가격 대비 만족합니다.,2023-02-26 09:19:45
238,1948,97,5,품질이 생각보다 별로였어요.,2023-02-20 10:13:24
239,1951,61,5,친구한테 선물했는데 좋아합니다.,2022-10-30 14:28:34
240,1952,121,1,가성비 괜찮네요.,2022-08-03 15:42:47
241,1954,108,3,배송이 빨라서 좋았어요.,2023-09-02 02:29:03
242,1964,136,2,배송이 너무 늦었어요.,2023-01-15 02:41:07
243,1965,30,5,포장 상태가 아쉬웠습니다.,2023-02-20 09:12:35
244,1968,25,3,포장 상태가 아쉬웠습니다.,2022-11-01 00:34:55
245,1971,164,3,친구한테 선물했는데 좋아합니다.,2022-06-23 14:54:20
246,2003,78,1,친구한테 선물했는데 좋아합니다.,2023-01-20 10:04:04
247,2015,113,4,가성비 괜찮네요.,2023-10-28 21:24:09
248,2034,20,3,가격 대비 만족합니다.,2022-02-24 06:11:34
249,2037,119,4,품질이 생각보다 별로였어요.,2022-01-04 14:23:49
250,2039,171,3,가성비 괜찮네요.,2022-12-31 21:47:24
251,2067,85,2,배송이 빨라서 좋았어요.,2023-05-21 05:08:51
252,2073,6,3,가격 대비 만족합니다.,2022-09-19 06:19:27
253,2096,98,5,포장 상태가 아쉬웠습니다.,2023-06-13 03:51:43
254,2099,20,3,가성비 괜찮네요.,2023-02-11 14:29:03
255,2117,200,1,배송이 너무 늦었어요.,2022-12-02 21:16:49
256,2127,133,1,포장 상태가 아쉬웠습니다.,2023-02-05 22:26:50
257,2133,181,2,포장 상태가 아쉬웠습니다.,2023-02-16 08:28:31
258,2152,180,1,포장 상태가 아쉬웠습니다.,2022-10-21 11:13:40
259,2156,102,4,품질이 생각보다 별로였어요.,2023-09-18 18:59:31
260,2163,10,3,배송이 너무 늦었어요.,2023-08-18 15:41:38
261,2178,52,2,품질이 생각보다 별로였어요.,2023-02-21 15:13:16
262,2202,157,3,재구매 의사 있습니다!,2023-02-20 03:51:39
263,2220,65,5,품질이 생각보다 별로였어요.,2023-05-19 08:41:54
264,2221,110,1,친구한테 선물했는데 좋아합니다.,2022-11-06 10:40:24
265,2228,186,5,재구매 의사 있습니다!,2023-11-22 14:35:46
266,2240,159,5,품질이 생각보다 별로였어요.,2023-09-17 18:46:41
267,2241,158,2,재구매 의사 있습니다!,2023-03-05 22:44:01
268,2245,190,3,배송이 너무 늦었어요.,2023-07-28 21:55:03
269,2258,106,2,배송이 빨라서 좋았어요.,2023-10-14 08:22:36
270,2275,123,1,배송이 너무 늦었어요.,2023-01-26 07:08:13
271,2278,81,1,가성비 괜찮네요.,2023-07-31 19:26:01
272,2283,147,4,배송이 너무 늦었어요.,2022-11-23 03:59:33
273,2289,2,3,품질이 생각보다 별로였어요.,2022-02-07 17:10:54
274,2307,1,1,재구매 의사 있습니다!,2023-01-07 08:13:52
275,2328,54,4,가격 대비 만족합니다.,2024-01-20 04:58:25
276,2332,162,1,품질이 생각보다 별로였어요.,2022-11-02 06:45:43
277,2334,51,1,포장 상태가 아쉬웠습니다.,2022-07-12 03:46:59
278,2363,187,3,포장 상태가 아쉬웠습니다.,2023-02-22 05:30:29
279,2367,181,4,친구한테 선물했는데 좋아합니다.,2022-06-18 06:23:37
280,2370,74,2,가격 대비 만족합니다.,2022-06-04 20:45:21
281,2372,168,1,품질이 생각보다 별로였어요.,2024-01-22 03:51:48
282,2395,82,3,가성비 괜찮네요.,2022-01-20 23:02:17
283,2402,17,1,배송이 너무 늦었어요.,2022-03-07 10:40:19
284,2403,68,3,재구매 의사 있습니다!,2023-12-06 17:42:58
285,2416,18,2,가격 대비 만족합니다.,2023-02-05 00:06:36
286,2417,101,4,친구한테 선물했는데 좋아합니다.,2022-12-16 17:20:11
287,2423,141,4,친구한테 선물했는데 좋아합니다.,2023-10-31 09:25:34
288,2424,142,4,재구매 의사 있습니다!,2023-10-18 07:07:05
289,2439,141,5,포장 상태가 아쉬웠습니다.,2023-08-05 12:34:42
290,2469,66,5,재구매 의사 있습니다!,2023-08-23 14:15:12
291,2479,151,5,배송이 빨라서 좋았어요.,2022-11-05 03:54:37
292,2480,85,4,배송이 너무 늦었어요.,2023-01-22 22:18:22
293,2504,148,2,친구한테 선물했는데 좋아합니다.,2022-03-26 23:57:09
294,2510,181,3,가격 대비 만족합니다.,2022-09-04 10:12:07
295,2521,41,2,배송이 너무 늦었어요.,2022-04-01 09:10:27
296,2526,198,1,친구한테 선물했는데 좋아합니다.,2023-10-19 14:59:39
297,2535,150,1,배송이 빨라서 좋았어요.,2022-02-22 12:23:04
298,2541,50,2,가성비 괜찮네요.,2023-01-02 18:13:29
299,2548,197,5,가성비 괜찮네요.,2023-01-14 09:45:44
300,2555,120,1,포장 상태가 아쉬웠습니다.,2022-01-31 17:45:37
301,2560,115,5,배송이 너무 늦었어요.,2023-08-31 04:07:04
302,2567,112,2,배송이 너무 늦었어요.,2023-03-02 22:13:27
303,2577,131,2,가성비 괜찮네요.,2022-05-05 00:11:18
304,2590,133,2,품질이 생각보다 별로였어요.,2023-07-29 23:59:37
305,2596,117,2,포장 상태가 아쉬웠습니다.,2023-10-07 17:45:00
306,2602,32,5,품질이 생각보다 별로였어요.,2023-04-08 23:01:03
307,2618,127,1,재구매 의사 있습니다!,2023-12-14 18:24:46
308,2621,46,3,품질이 생각보다 별로였어요.,2023-03-03 01:52:04
309,2623,120,1,배송이 너무 늦었어요.,2023-01-24 22:03:35
310,2642,5,2,배송이 너무 늦었어요.,2022-09-01 11:17:11
311,2652,145,5,가격 대비 만족합니다.,2023-02-18 19:25:55
312,2658,43,4,포장 상태가 아쉬웠습니다.,2023-02-27 05:19:52
313,2660,102,3,가격 대비 만족합니다.,2023-04-28 04:39:15
314,2663,34,1,가성비 괜찮네요.,2023-01-15 11:28:11
315,2670,40,2,가성비 괜찮네요.,2023-06-23 01:21:28
316,2683,12,3,재구매 의사 있습니다!,2023-09-27 08:34:19
317,2706,53,5,배송이 너무 늦었어요.,2023-09-08 14:16:10
318,2710,121,1,품질이 생각보다 별로였어요.,2023-10-20 23:40:23
319,2722,58,3,품질이 생각보다 별로였어요.,2023-12-05 03:29:15
320,2734,41,3,배송이 빨라서 좋았어요.,2022-01-26 02:27:33
321,2742,110,4,재구매 의사 있습니다!,2022-09-16 06:22:40
322,2751,39,4,가성비 괜찮네요.,2022-11-06 06:54:13
323,2752,121,1,배송이 빨라서 좋았어요.,2023-06-15 15:13:45
324,2753,12,3,가성비 괜찮네요.,2023-04-08 15:49:05
325,2758,121,5,가성비 괜찮네요.,2023-08-12 17:04:06
326,2762,83,3,가격 대비 만족합니다.,2022-09-22 16:05:31
327,2765,117,3,배송이 너무 늦었어요.,2022-12-03 18:18:10
328,2768,161,3,친구한테 선물했는데 좋아합니다.,2023-11-20 02:07:15
329,2790,2,3,친구한테 선물했는데 좋아합니다.,2023-11-17 05:46:08
330,2792,134,2,친구한테 선물했는데 좋아합니다.,2023-06-03 03:05:35
331,2793,183,4,가격 대비 만족합니다.,2022-07-30 13:24:31
332,2794,116,1,품질이 생각보다 별로였어요.,2022-10-17 04:56:49
333,2798,144,1,배송이 빨라서 좋았어요.,2022-08-25 04:26:52
334,2813,168,4,포장 상태가 아쉬웠습니다.,2023-07-31 13:55:26
335,2821,72,1,배송이 빨라서 좋았어요.,2022-01-15 00:53:15
336,2828,95,4,배송이 빨라서 좋았어요.,2023-01-24 17:57:04
337,2839,200,3,가격 대비 만족합니다.,2022-05-09 14:42:21
338,2842,41,3,재구매 의사 있습니다!,2023-05-16 16:36:28
339,2843,59,1,친구한테 선물했는데 좋아합니다.,2022-06-07 11:16:46
340,2844,150,3,포장 상태가 아쉬웠습니다.,2022-09-03 21:20:49
341,2852,81,1,재구매 의사 있습니다!,2023-07-06 09:02:11
342,2859,161,2,친구한테 선물했는데 좋아합니다.,2023-03-04 18:43:28
343,2879,62,2,가격 대비 만족합니다.,2022-04-11 13:40:23
344,2899,70,1,품질이 생각보다 별로였어요.,2022-04-16 14:45:41
345,2901,22,5,가성비 괜찮네요.,2023-12-10 01:49:21
346,2902,1,1,가격 대비 만족합니다.,2023-12-09 09:40:58
347,2912,134,2,가격 대비 만족합니다.,2023-08-07 07:36:29
348,2915,148,3,배송이 빨라서 좋았어요.,2023-02-26 09:44:14
349,2917,71,1,가성비 괜찮네요.,2023-02-25 04:16:15
350,2921,146,1,포장 상태가 아쉬웠습니다.,2022-09-01 12:16:19
351,2924,103,3,가격 대비 만족합니다.,2022-09-30 23:46:24
352,2929,177,3,가성비 괜찮네요.,2022-12-31 04:28:23
353,2930,23,4,배송이 너무 늦었어요.,2023-02-19 02:11:53
354,2935,185,5,재구매 의사 있습니다!,2022-10-30 08:26:50
355,2936,77,3,배송이 너무 늦었어요.,2023-07-14 02:37:09
356,2946,134,2,품질이 생각보다 별로였어요.,2023-08-03 10:15:11
357,2954,36,1,배송이 빨라서 좋았어요.,2022-02-23 07:38:28
358,2959,130,1,포장 상태가 아쉬웠습니다.,2023-04-21 05:35:09
359,2978,131,5,가격 대비 만족합니다.,2023-09-27 16:53:24
360,2982,44,5,배송이 빨라서 좋았어요.,2023-05-23 10:08:46
361,2983,170,5,배송이 너무 늦었어요.,2022-09-25 20:10:12
362,2984,47,4,재구매 의사 있습니다!,2022-06-28 07:54:50
363,3003,13,1,배송이 너무 늦었어요.,2022-07-10 07:00:23
364,3010,198,5,친구한테 선물했는데 좋아합니다.,2022-10-08 15:50:32
365,3034,158,5,재구매 의사 있습니다!,2022-07-06 09:12:45
366,3037,31,4,가격 대비 만족합니다.,2022-04-17 21:53:55
367,3038,107,1,친구한테 선물했는데 좋아합니다.,2022-11-19 20:40:35
368,3047,1,2,포장 상태가 아쉬웠습니다.,2022-03-31 11:13:58
369,3049,125,2,배송이 너무 늦었어요.,2022-10-21 22:04:52
370,3052,29,4,배송이 빨라서 좋았어요.,2022-10-06 10:44:32
371,3054,12,4,재구매 의사 있습니다!,2023-06-23 20:42:57
372,3061,13,5,재구매 의사 있습니다!,2023-09-25 19:23:47
373,3062,27,1,가성비 괜찮네요.,2023-08-17 10:20:38
374,3074,139,2,품질이 생각보다 별로였어요.,2023-07-28 16:02:40
375,3086,125,5,친구한테 선물했는데 좋아합니다.,2022-09-27 19:05:15
376,3092,174,1,재구매 의사 있습니다!,2023-10-31 02:53:42
377,3097,86,4,품질이 생각보다 별로였어요.,2023-02-05 13:29:01
378,3098,4,1,가성비 괜찮네요.,2022-07-21 14:42:14
379,3099,91,4,가격 대비 만족합니다.,2023-02-03 22:55:07
